X,Y,Elev
6114042.05090000000,2234161.28491000000,1444.31201172000
6114142.05090000000,2234161.28491000000,1458.80798340000
6114242.05090000000,2234161.28491000000,1463.91284180000
6114342.05090000000,2234161.28491000000,1460.98339844000
6114442.05090000000,2234161.28491000000,1446.33752441000
6114542.05090000000,2234161.28491000000,1427.92309570000
6114642.05090000000,2234161.28491000000,1436.10437012000
6114742.05090000000,2234161.28491000000,1457.03198242000
6114842.05090000000,2234161.28491000000,1464.18518066000
6114942.05090000000,2234161.28491000000,1467.07678223000
6115042.05090000000,2234161.28491000000,1487.59045410000
6115142.05090000000,2234161.28491000000,1502.60229492000
6115242.05090000000,2234161.28491000000,1509.09973145000
6115342.05090000000,2234161.28491000000,1499.64477539000
6115442.05090000000,2234161.28491000000,1481.25781250000
6115542.05090000000,2234161.28491000000,1451.80346680000
6115642.05090000000,2234161.28491000000,1450.19201660000
6115742.05090000000,2234161.28491000000,1430.96105957000
6115842.05090000000,2234161.28491000000,1418.91430664000
6115942.05090000000,2234161.28491000000,1413.50256348000
6116042.05090000000,2234161.28491000000,1418.75036621000
6116142.05090000000,2234161.28491000000,1426.49658203000
6116242.05090000000,2234161.28491000000,1429.55566406000
6116342.05090000000,2234161.28491000000,1416.05957031000
6116442.05090000000,2234161.28491000000,1404.32250977000
6116542.05090000000,2234161.28491000000,1411.71496582000
6116642.05090000000,2234161.28491000000,1414.57495117000
6116742.05090000000,2234161.28491000000,1418.06030273000
6116842.05090000000,2234161.28491000000,1424.55969238000
6116942.05090000000,2234161.28491000000,1425.37121582000
6117042.05090000000,2234161.28491000000,1427.94384766000
6117142.05090000000,2234161.28491000000,1437.78198242000
6117242.05090000000,2234161.28491000000,1447.87719727000
6117342.05090000000,2234161.28491000000,1452.76513672000
6110242.05090000000,2234261.28491000000,1698.81701660000
6110342.05090000000,2234261.28491000000,1695.93554688000
6110442.05090000000,2234261.28491000000,1705.57336426000
6110542.05090000000,2234261.28491000000,1687.83654785000
6110642.05090000000,2234261.28491000000,1652.89477539000
6110742.05090000000,2234261.28491000000,1644.02734375000
6110842.05090000000,2234261.28491000000,1643.36572266000
6110942.05090000000,2234261.28491000000,1631.74230957000
6111042.05090000000,2234261.28491000000,1628.95202637000
6111142.05090000000,2234261.28491000000,1655.96655273000
6111242.05090000000,2234261.28491000000,1653.50292969000
6111342.05090000000,2234261.28491000000,1653.10437012000
6111442.05090000000,2234261.28491000000,1669.83154297000
6111542.05090000000,2234261.28491000000,1686.82873535000
6111642.05090000000,2234261.28491000000,1700.67016602000
6111742.05090000000,2234261.28491000000,1700.84716797000
6111842.05090000000,2234261.28491000000,1679.74194336000
6111942.05090000000,2234261.28491000000,1639.75781250000
6112042.05090000000,2234261.28491000000,1599.49584961000
6112142.05090000000,2234261.28491000000,1588.71630859000
6112242.05090000000,2234261.28491000000,1576.42810059000
6112342.05090000000,2234261.28491000000,1570.43444824000
6112442.05090000000,2234261.28491000000,1582.83129883000
6112542.05090000000,2234261.28491000000,1589.33056641000
6112642.05090000000,2234261.28491000000,1583.21105957000
6112742.05090000000,2234261.28491000000,1570.21069336000
6112842.05090000000,2234261.28491000000,1564.56347656000
6112942.05090000000,2234261.28491000000,1555.16076660000
6113042.05090000000,2234261.28491000000,1555.96362305000
6113142.05090000000,2234261.28491000000,1556.75048828000
6113242.05090000000,2234261.28491000000,1556.95043945000
6113342.05090000000,2234261.28491000000,1548.20495605000
6113442.05090000000,2234261.28491000000,1522.94543457000
6113542.05090000000,2234261.28491000000,1506.43798828000
6113642.05090000000,2234261.28491000000,1492.11877441000
6113742.05090000000,2234261.28491000000,1466.97253418000
6113842.05090000000,2234261.28491000000,1445.96850586000
6113942.05090000000,2234261.28491000000,1421.52587891000
6114042.05090000000,2234261.28491000000,1434.14562988000
6114142.05090000000,2234261.28491000000,1457.42712402000
6114242.05090000000,2234261.28491000000,1463.55004883000
6114342.05090000000,2234261.28491000000,1460.57617188000
6114442.05090000000,2234261.28491000000,1447.38403320000
6114542.05090000000,2234261.28491000000,1425.64514160000
6114642.05090000000,2234261.28491000000,1441.16381836000
6114742.05090000000,2234261.28491000000,1456.97961426000
6114842.05090000000,2234261.28491000000,1451.89196777000
6114942.05090000000,2234261.28491000000,1462.44152832000
6115042.05090000000,2234261.28491000000,1479.95129395000
6115142.05090000000,2234261.28491000000,1492.89050293000
6115242.05090000000,2234261.28491000000,1499.96655273000
6115342.05090000000,2234261.28491000000,1494.33398438000
6115442.05090000000,2234261.28491000000,1484.73864746000
6115542.05090000000,2234261.28491000000,1469.17407227000
6115642.05090000000,2234261.28491000000,1462.41491699000
6115742.05090000000,2234261.28491000000,1445.07690430000
6115842.05090000000,2234261.28491000000,1424.27929688000
6115942.05090000000,2234261.28491000000,1410.89819336000
6116042.05090000000,2234261.28491000000,1410.89013672000
6116142.05090000000,2234261.28491000000,1412.05102539000
6116242.05090000000,2234261.28491000000,1407.95874023000
6116342.05090000000,2234261.28491000000,1402.70251465000
6116442.05090000000,2234261.28491000000,1400.83142090000
6116542.05090000000,2234261.28491000000,1403.45104980000
6116642.05090000000,2234261.28491000000,1403.15747070000
6116742.05090000000,2234261.28491000000,1408.76123047000
6116842.05090000000,2234261.28491000000,1409.32543945000
6116942.05090000000,2234261.28491000000,1411.45227051000
6117042.05090000000,2234261.28491000000,1426.78991699000
6117142.05090000000,2234261.28491000000,1445.62622070000
6117242.05090000000,2234261.28491000000,1456.23229980000
6117342.05090000000,2234261.28491000000,1471.76635742000
6110242.05090000000,2234361.28491000000,1674.38598633000
6110342.05090000000,2234361.28491000000,1683.88049316000
6110442.05090000000,2234361.28491000000,1698.37536621000
6110542.05090000000,2234361.28491000000,1669.62768555000
6110642.05090000000,2234361.28491000000,1647.53527832000
6110742.05090000000,2234361.28491000000,1641.11962891000
6110842.05090000000,2234361.28491000000,1651.36267090000
6110942.05090000000,2234361.28491000000,1642.71289063000
6111042.05090000000,2234361.28491000000,1617.53857422000
6111142.05090000000,2234361.28491000000,1629.62023926000
6111242.05090000000,2234361.28491000000,1640.01684570000
6111342.05090000000,2234361.28491000000,1649.59350586000
6111442.05090000000,2234361.28491000000,1667.60192871000
6111542.05090000000,2234361.28491000000,1676.98205566000
6111642.05090000000,2234361.28491000000,1680.15209961000
6111742.05090000000,2234361.28491000000,1676.40551758000
6111842.05090000000,2234361.28491000000,1670.49780273000
6111942.05090000000,2234361.28491000000,1646.11950684000
6112042.05090000000,2234361.28491000000,1602.82702637000
6112142.05090000000,2234361.28491000000,1582.15539551000
6112242.05090000000,2234361.28491000000,1554.45849609000
6112342.05090000000,2234361.28491000000,1550.98425293000
6112442.05090000000,2234361.28491000000,1553.35461426000
6112542.05090000000,2234361.28491000000,1561.87768555000
6112642.05090000000,2234361.28491000000,1568.46972656000
6112742.05090000000,2234361.28491000000,1560.64758301000
6112842.05090000000,2234361.28491000000,1553.21691895000
6112942.05090000000,2234361.28491000000,1546.81372070000
6113042.05090000000,2234361.28491000000,1545.55126953000
6113142.05090000000,2234361.28491000000,1542.44104004000
6113242.05090000000,2234361.28491000000,1540.89111328000
6113342.05090000000,2234361.28491000000,1525.33154297000
6113442.05090000000,2234361.28491000000,1521.31713867000
6113542.05090000000,2234361.28491000000,1516.55078125000
6113642.05090000000,2234361.28491000000,1506.86340332000
6113742.05090000000,2234361.28491000000,1471.57702637000
6113842.05090000000,2234361.28491000000,1445.70080566000
6113942.05090000000,2234361.28491000000,1422.79516602000
6114042.05090000000,2234361.28491000000,1418.88134766000
6114142.05090000000,2234361.28491000000,1443.78454590000
6114242.05090000000,2234361.28491000000,1460.18139648000
6114342.05090000000,2234361.28491000000,1454.20288086000
6114442.05090000000,2234361.28491000000,1432.15063477000
6114542.05090000000,2234361.28491000000,1423.48291016000
6114642.05090000000,2234361.28491000000,1436.54455566000
6114742.05090000000,2234361.28491000000,1448.45031738000
6114842.05090000000,2234361.28491000000,1449.22570801000
6114942.05090000000,2234361.28491000000,1460.86791992000
6115042.05090000000,2234361.28491000000,1470.70129395000
6115142.05090000000,2234361.28491000000,1481.99841309000
6115242.05090000000,2234361.28491000000,1492.64672852000
6115342.05090000000,2234361.28491000000,1491.16577148000
6115442.05090000000,2234361.28491000000,1485.77148438000
6115542.05090000000,2234361.28491000000,1475.88977051000
6115642.05090000000,2234361.28491000000,1466.83557129000
6115742.05090000000,2234361.28491000000,1455.89172363000
6115842.05090000000,2234361.28491000000,1426.22668457000
6115942.05090000000,2234361.28491000000,1407.01757813000
6116042.05090000000,2234361.28491000000,1407.52453613000
6116142.05090000000,2234361.28491000000,1407.83911133000
6116242.05090000000,2234361.28491000000,1404.19104004000
6116342.05090000000,2234361.28491000000,1400.00183105000
6116442.05090000000,2234361.28491000000,1399.68041992000
6116542.05090000000,2234361.28491000000,1398.86621094000
6116642.05090000000,2234361.28491000000,1398.76562500000
6116742.05090000000,2234361.28491000000,1400.85327148000
6116842.05090000000,2234361.28491000000,1400.52368164000
6116942.05090000000,2234361.28491000000,1413.53344727000
6117042.05090000000,2234361.28491000000,1444.63146973000
6117142.05090000000,2234361.28491000000,1450.29235840000
6117242.05090000000,2234361.28491000000,1455.29870605000
6117342.05090000000,2234361.28491000000,1481.13623047000
6110242.05090000000,2234461.28491000000,1658.81713867000
6110342.05090000000,2234461.28491000000,1662.49768066000
6110442.05090000000,2234461.28491000000,1673.26818848000
6110542.05090000000,2234461.28491000000,1658.50622559000
6110642.05090000000,2234461.28491000000,1646.54406738000
6110742.05090000000,2234461.28491000000,1637.28662109000
6110842.05090000000,2234461.28491000000,1636.93151855000
6110942.05090000000,2234461.28491000000,1640.31542969000
6111042.05090000000,2234461.28491000000,1615.72949219000
6111142.05090000000,2234461.28491000000,1629.04418945000
6111242.05090000000,2234461.28491000000,1647.42102051000
6111342.05090000000,2234461.28491000000,1654.10705566000
6111442.05090000000,2234461.28491000000,1664.39501953000
6111542.05090000000,2234461.28491000000,1663.60888672000
6111642.05090000000,2234461.28491000000,1653.88305664000
6111742.05090000000,2234461.28491000000,1646.83398438000
6111842.05090000000,2234461.28491000000,1646.29577637000
6111942.05090000000,2234461.28491000000,1623.21081543000
6112042.05090000000,2234461.28491000000,1612.91516113000
6112142.05090000000,2234461.28491000000,1601.65502930000
6112242.05090000000,2234461.28491000000,1573.81054688000
6112342.05090000000,2234461.28491000000,1553.47778320000
6112442.05090000000,2234461.28491000000,1538.47778320000
6112542.05090000000,2234461.28491000000,1542.43273926000
6112642.05090000000,2234461.28491000000,1548.69396973000
6112742.05090000000,2234461.28491000000,1554.75598145000
6112842.05090000000,2234461.28491000000,1542.82189941000
6112942.05090000000,2234461.28491000000,1526.74658203000
6113042.05090000000,2234461.28491000000,1506.35107422000
6113142.05090000000,2234461.28491000000,1496.65002441000
6113242.05090000000,2234461.28491000000,1496.36303711000
6113342.05090000000,2234461.28491000000,1499.06799316000
6113442.05090000000,2234461.28491000000,1504.49743652000
6113542.05090000000,2234461.28491000000,1510.32055664000
6113642.05090000000,2234461.28491000000,1506.94885254000
6113742.05090000000,2234461.28491000000,1469.55688477000
6113842.05090000000,2234461.28491000000,1440.70458984000
6113942.05090000000,2234461.28491000000,1418.60351563000
6114042.05090000000,2234461.28491000000,1415.79687500000
6114142.05090000000,2234461.28491000000,1443.15612793000
6114242.05090000000,2234461.28491000000,1459.41662598000
6114342.05090000000,2234461.28491000000,1449.83044434000
6114442.05090000000,2234461.28491000000,1425.60864258000
6114542.05090000000,2234461.28491000000,1419.00109863000
6114642.05090000000,2234461.28491000000,1423.54431152000
6114742.05090000000,2234461.28491000000,1433.55151367000
6114842.05090000000,2234461.28491000000,1446.10791016000
6114942.05090000000,2234461.28491000000,1455.62121582000
6115042.05090000000,2234461.28491000000,1454.48229980000
6115142.05090000000,2234461.28491000000,1465.15856934000
6115242.05090000000,2234461.28491000000,1479.77673340000
6115342.05090000000,2234461.28491000000,1494.26159668000
6115442.05090000000,2234461.28491000000,1500.35400391000
6115542.05090000000,2234461.28491000000,1485.67773438000
6115642.05090000000,2234461.28491000000,1464.88159180000
6115742.05090000000,2234461.28491000000,1456.06311035000
6115842.05090000000,2234461.28491000000,1427.48657227000
6115942.05090000000,2234461.28491000000,1407.54943848000
6116042.05090000000,2234461.28491000000,1405.53613281000
6116142.05090000000,2234461.28491000000,1404.97753906000
6116242.05090000000,2234461.28491000000,1402.41162109000
6116342.05090000000,2234461.28491000000,1409.15612793000
6116442.05090000000,2234461.28491000000,1414.19140625000
6116542.05090000000,2234461.28491000000,1403.60888672000
6116642.05090000000,2234461.28491000000,1399.95092773000
6116742.05090000000,2234461.28491000000,1398.89245605000
6116842.05090000000,2234461.28491000000,1398.03918457000
6116942.05090000000,2234461.28491000000,1400.50915527000
6117042.05090000000,2234461.28491000000,1436.41467285000
6117142.05090000000,2234461.28491000000,1460.91711426000
6117242.05090000000,2234461.28491000000,1466.85644531000
6117342.05090000000,2234461.28491000000,1486.83386230000
6110242.05090000000,2234561.28491000000,1650.77148438000
6110342.05090000000,2234561.28491000000,1652.07275391000
6110442.05090000000,2234561.28491000000,1662.93029785000
6110542.05090000000,2234561.28491000000,1666.02233887000
6110642.05090000000,2234561.28491000000,1652.52001953000
6110742.05090000000,2234561.28491000000,1638.18090820000
6110842.05090000000,2234561.28491000000,1621.73889160000
6110942.05090000000,2234561.28491000000,1606.41113281000
6111042.05090000000,2234561.28491000000,1605.00024414000
6111142.05090000000,2234561.28491000000,1643.62377930000
6111242.05090000000,2234561.28491000000,1664.31127930000
6111342.05090000000,2234561.28491000000,1667.18566895000
6111442.05090000000,2234561.28491000000,1660.20617676000
6111542.05090000000,2234561.28491000000,1646.69787598000
6111642.05090000000,2234561.28491000000,1621.53344727000
6111742.05090000000,2234561.28491000000,1617.44482422000
6111842.05090000000,2234561.28491000000,1617.18835449000
6111942.05090000000,2234561.28491000000,1589.73059082000
6112042.05090000000,2234561.28491000000,1576.52478027000
6112142.05090000000,2234561.28491000000,1567.62353516000
6112242.05090000000,2234561.28491000000,1576.19458008000
6112342.05090000000,2234561.28491000000,1564.26501465000
6112442.05090000000,2234561.28491000000,1542.52966309000
6112542.05090000000,2234561.28491000000,1529.91967773000
6112642.05090000000,2234561.28491000000,1528.27966309000
6112742.05090000000,2234561.28491000000,1527.62646484000
6112842.05090000000,2234561.28491000000,1522.19262695000
6112942.05090000000,2234561.28491000000,1511.10009766000
6113042.05090000000,2234561.28491000000,1505.36450195000
6113142.05090000000,2234561.28491000000,1476.03027344000
6113242.05090000000,2234561.28491000000,1455.59204102000
6113342.05090000000,2234561.28491000000,1458.86083984000
6113442.05090000000,2234561.28491000000,1462.82226563000
6113542.05090000000,2234561.28491000000,1484.38684082000
6113642.05090000000,2234561.28491000000,1504.39343262000
6113742.05090000000,2234561.28491000000,1462.72021484000
6113842.05090000000,2234561.28491000000,1437.54541016000
6113942.05090000000,2234561.28491000000,1410.41418457000
6114042.05090000000,2234561.28491000000,1416.23718262000
6114142.05090000000,2234561.28491000000,1442.73657227000
6114242.05090000000,2234561.28491000000,1456.86218262000
6114342.05090000000,2234561.28491000000,1451.73535156000
6114442.05090000000,2234561.28491000000,1435.89587402000
6114542.05090000000,2234561.28491000000,1417.63293457000
6114642.05090000000,2234561.28491000000,1413.70166016000
6114742.05090000000,2234561.28491000000,1421.18395996000
6114842.05090000000,2234561.28491000000,1433.16821289000
6114942.05090000000,2234561.28491000000,1441.65539551000
6115042.05090000000,2234561.28491000000,1451.40173340000
6115142.05090000000,2234561.28491000000,1462.39550781000
6115242.05090000000,2234561.28491000000,1472.06030273000
6115342.05090000000,2234561.28491000000,1490.02917480000
6115442.05090000000,2234561.28491000000,1502.24597168000
6115542.05090000000,2234561.28491000000,1483.36718750000
6115642.05090000000,2234561.28491000000,1461.50695801000
6115742.05090000000,2234561.28491000000,1449.74353027000
6115842.05090000000,2234561.28491000000,1435.79248047000
6115942.05090000000,2234561.28491000000,1432.23010254000
6116042.05090000000,2234561.28491000000,1417.69506836000
6116142.05090000000,2234561.28491000000,1409.34594727000
6116242.05090000000,2234561.28491000000,1416.06689453000
6116342.05090000000,2234561.28491000000,1432.56835938000
6116442.05090000000,2234561.28491000000,1423.84350586000
6116542.05090000000,2234561.28491000000,1412.92614746000
6116642.05090000000,2234561.28491000000,1406.97546387000
6116742.05090000000,2234561.28491000000,1402.68640137000
6116842.05090000000,2234561.28491000000,1398.52954102000
6116942.05090000000,2234561.28491000000,1396.17016602000
6117042.05090000000,2234561.28491000000,1404.83032227000
6117142.05090000000,2234561.28491000000,1455.98437500000
6117242.05090000000,2234561.28491000000,1466.15930176000
6117342.05090000000,2234561.28491000000,1475.44885254000
6110242.05090000000,2234661.28491000000,1648.27905273000
6110342.05090000000,2234661.28491000000,1651.75585938000
6110442.05090000000,2234661.28491000000,1660.88500977000
6110542.05090000000,2234661.28491000000,1663.84326172000
6110642.05090000000,2234661.28491000000,1655.36010742000
6110742.05090000000,2234661.28491000000,1637.74316406000
6110842.05090000000,2234661.28491000000,1611.72253418000
6110942.05090000000,2234661.28491000000,1599.63854980000
6111042.05090000000,2234661.28491000000,1614.38330078000
6111142.05090000000,2234661.28491000000,1648.07666016000
6111242.05090000000,2234661.28491000000,1664.73913574000
6111342.05090000000,2234661.28491000000,1664.79003906000
6111442.05090000000,2234661.28491000000,1660.51647949000
6111542.05090000000,2234661.28491000000,1650.67944336000
6111642.05090000000,2234661.28491000000,1614.78015137000
6111742.05090000000,2234661.28491000000,1596.15979004000
6111842.05090000000,2234661.28491000000,1588.64831543000
6111942.05090000000,2234661.28491000000,1557.27197266000
6112042.05090000000,2234661.28491000000,1552.32189941000
6112142.05090000000,2234661.28491000000,1547.95935059000
6112242.05090000000,2234661.28491000000,1555.97143555000
6112342.05090000000,2234661.28491000000,1561.83422852000
6112442.05090000000,2234661.28491000000,1546.71704102000
6112542.05090000000,2234661.28491000000,1520.79138184000
6112642.05090000000,2234661.28491000000,1507.24853516000
6112742.05090000000,2234661.28491000000,1507.54199219000
6112842.05090000000,2234661.28491000000,1506.50769043000
6112942.05090000000,2234661.28491000000,1494.63134766000
6113042.05090000000,2234661.28491000000,1471.70678711000
6113142.05090000000,2234661.28491000000,1456.21838379000
6113242.05090000000,2234661.28491000000,1448.78759766000
6113342.05090000000,2234661.28491000000,1444.37329102000
6113442.05090000000,2234661.28491000000,1438.63916016000
6113542.05090000000,2234661.28491000000,1453.89672852000
6113642.05090000000,2234661.28491000000,1465.29455566000
6113742.05090000000,2234661.28491000000,1463.63916016000
6113842.05090000000,2234661.28491000000,1443.98486328000
6113942.05090000000,2234661.28491000000,1411.40295410000
6114042.05090000000,2234661.28491000000,1408.94580078000
6114142.05090000000,2234661.28491000000,1418.56408691000
6114242.05090000000,2234661.28491000000,1436.17285156000
6114342.05090000000,2234661.28491000000,1453.99645996000
6114442.05090000000,2234661.28491000000,1446.61450195000
6114542.05090000000,2234661.28491000000,1429.26159668000
6114642.05090000000,2234661.28491000000,1414.02111816000
6114742.05090000000,2234661.28491000000,1414.41064453000
6114842.05090000000,2234661.28491000000,1424.61987305000
6114942.05090000000,2234661.28491000000,1433.16833496000
6115042.05090000000,2234661.28491000000,1447.91589355000
6115142.05090000000,2234661.28491000000,1458.01098633000
6115242.05090000000,2234661.28491000000,1465.40112305000
6115342.05090000000,2234661.28491000000,1476.41577148000
6115442.05090000000,2234661.28491000000,1488.57934570000
6115542.05090000000,2234661.28491000000,1481.76403809000
6115642.05090000000,2234661.28491000000,1454.31640625000
6115742.05090000000,2234661.28491000000,1447.83166504000
6115842.05090000000,2234661.28491000000,1447.25976563000
6115942.05090000000,2234661.28491000000,1449.33996582000
6116042.05090000000,2234661.28491000000,1455.81323242000
6116142.05090000000,2234661.28491000000,1450.97082520000
6116242.05090000000,2234661.28491000000,1453.49670410000
6116342.05090000000,2234661.28491000000,1447.77136230000
6116442.05090000000,2234661.28491000000,1433.27050781000
6116542.05090000000,2234661.28491000000,1420.96801758000
6116642.05090000000,2234661.28491000000,1410.82226563000
6116742.05090000000,2234661.28491000000,1406.61254883000
6116842.05090000000,2234661.28491000000,1399.40380859000
6116942.05090000000,2234661.28491000000,1395.64318848000
6117042.05090000000,2234661.28491000000,1398.74340820000
6117142.05090000000,2234661.28491000000,1441.23925781000
6117242.05090000000,2234661.28491000000,1452.33862305000
6117342.05090000000,2234661.28491000000,1454.84375000000
6110242.05090000000,2234761.28491000000,1646.41748047000
6110342.05090000000,2234761.28491000000,1651.35852051000
6110442.05090000000,2234761.28491000000,1659.72424316000
6110542.05090000000,2234761.28491000000,1661.20312500000
6110642.05090000000,2234761.28491000000,1657.32727051000
6110742.05090000000,2234761.28491000000,1636.01110840000
6110842.05090000000,2234761.28491000000,1603.14538574000
6110942.05090000000,2234761.28491000000,1601.99548340000
6111042.05090000000,2234761.28491000000,1625.04467773000
6111142.05090000000,2234761.28491000000,1645.69506836000
6111242.05090000000,2234761.28491000000,1650.82702637000
6111342.05090000000,2234761.28491000000,1644.96960449000
6111442.05090000000,2234761.28491000000,1630.07226563000
6111542.05090000000,2234761.28491000000,1622.70092773000
6111642.05090000000,2234761.28491000000,1617.82836914000
6111742.05090000000,2234761.28491000000,1605.23071289000
6111842.05090000000,2234761.28491000000,1584.36315918000
6111942.05090000000,2234761.28491000000,1559.82067871000
6112042.05090000000,2234761.28491000000,1551.49829102000
6112142.05090000000,2234761.28491000000,1537.03356934000
6112242.05090000000,2234761.28491000000,1522.88427734000
6112342.05090000000,2234761.28491000000,1527.44299316000
6112442.05090000000,2234761.28491000000,1524.16064453000
6112542.05090000000,2234761.28491000000,1504.28515625000
6112642.05090000000,2234761.28491000000,1498.01477051000
6112742.05090000000,2234761.28491000000,1497.90649414000
6112842.05090000000,2234761.28491000000,1499.99841309000
6112942.05090000000,2234761.28491000000,1490.11804199000
6113042.05090000000,2234761.28491000000,1472.05798340000
6113142.05090000000,2234761.28491000000,1465.40258789000
6113242.05090000000,2234761.28491000000,1461.41711426000
6113342.05090000000,2234761.28491000000,1456.57238770000
6113442.05090000000,2234761.28491000000,1439.82385254000
